platform	dbGapId
dbGaP	phs001316
dbGaP	phs001317
dbGaP	phs001318
dbGaP	phs001319
dbGaP	phs001320
dbGaP	phs001321
dbGaP	phs001322
dbGaP	phs001323
dbGaP	phs001325
dbGaP	phs001326
dbGaP	phs001327
dbGaP	phs001328
dbGaP	phs001329
dbGaP	phs001330
dbGaP	phs001331
dbGaP	phs001332
dbGaP	phs001333
dbGaP	phs001334
dbGaP	phs001335
dbGaP	phs001336
dbGaP	phs001337
dbGaP	phs001338
dbGaP	phs001339
dbGaP	phs001340
dbGaP	phs001342
dbGaP	phs001343
dbGaP	phs001344
dbGaP	phs001346
dbGaP	phs001347
dbGaP	phs001348
dbGaP	phs001349
dbGaP	phs001350
dbGaP	phs001351
dbGaP	phs001352
dbGaP	phs001353
dbGaP	phs001354
dbGaP	phs001357
dbGaP	phs001358
dbGaP	phs001360
dbGaP	phs001361
dbGaP	phs001362
dbGaP	phs001363
dbGaP	phs001364
dbGaP	phs001365
dbGaP	phs001366
dbGaP	phs001367
dbGaP	phs001369
dbGaP	phs001370
dbGaP	phs001371
dbGaP	phs001372
dbGaP	phs001373
dbGaP	phs001375
dbGaP	phs001376
dbGaP	phs001377
dbGaP	phs001378
dbGaP	phs001379
dbGaP	phs001380
dbGaP	phs001381
dbGaP	phs001382
dbGaP	phs001383
dbGaP	phs001384
dbGaP	phs001385
dbGaP	phs001386
dbGaP	phs001388
dbGaP	phs001389
dbGaP	phs001391
dbGaP	phs001392
dbGaP	phs001394
dbGaP	phs001396
dbGaP	phs001397
dbGaP	phs001399
dbGaP	phs001400
dbGaP	phs001401
dbGaP	phs001403
dbGaP	phs001404
dbGaP	phs001405
dbGaP	phs001406
dbGaP	phs001407
dbGaP	phs001408
dbGaP	phs001409
dbGaP	phs001411
dbGaP	phs001413
dbGaP	phs001414
dbGaP	phs001415
dbGaP	phs001417
dbGaP	phs001418
dbGaP	phs001419
dbGaP	phs001421
dbGaP	phs001422
dbGaP	phs001423
dbGaP	phs001424
dbGaP	phs001425
dbGaP	phs001426
dbGaP	phs001427
dbGaP	phs001428
dbGaP	phs001430
dbGaP	phs001431
dbGaP	phs001432
dbGaP	phs001433
dbGaP	phs001437
dbGaP	phs001438
dbGaP	phs001439
dbGaP	phs001440
dbGaP	phs001441
dbGaP	phs001442
dbGaP	phs001444
dbGaP	phs001447
dbGaP	phs001448
dbGaP	phs001450
dbGaP	phs001451
dbGaP	phs001454
dbGaP	phs001455
dbGaP	phs001457
dbGaP	phs001458
dbGaP	phs001459
dbGaP	phs001460
dbGaP	phs001461
dbGaP	phs001462
dbGaP	phs001463
dbGaP	phs001464
dbGaP	phs001465
dbGaP	phs001469
dbGaP	phs001470
dbGaP	phs001471
dbGaP	phs001473
dbGaP	phs001474
dbGaP	phs001476
dbGaP	phs001478
dbGaP	phs001479
dbGaP	phs001480
dbGaP	phs001481
dbGaP	phs001482
dbGaP	phs001483
dbGaP	phs001484
dbGaP	phs001485
dbGaP	phs001486
dbGaP	phs001488
dbGaP	phs001490
dbGaP	phs001491
dbGaP	phs001492
dbGaP	phs001493
dbGaP	phs001494
dbGaP	phs001495
dbGaP	phs001496
dbGaP	phs001497
dbGaP	phs001498
dbGaP	phs001499
dbGaP	phs001500
dbGaP	phs001501
dbGaP	phs001502
dbGaP	phs001503
dbGaP	phs001504
dbGaP	phs001505
dbGaP	phs001507
dbGaP	phs001508
dbGaP	phs001510
dbGaP	phs001511
dbGaP	phs001512
dbGaP	phs001513
dbGaP	phs001516
dbGaP	phs001517
dbGaP	phs001518
dbGaP	phs001519
dbGaP	phs001520
dbGaP	phs001521
dbGaP	phs001522
dbGaP	phs001523
dbGaP	phs001524
dbGaP	phs001525
dbGaP	phs001526
dbGaP	phs001527
dbGaP	phs001528
dbGaP	phs001529
dbGaP	phs001531
dbGaP	phs001532
dbGaP	phs001534
dbGaP	phs001535
dbGaP	phs001538
dbGaP	phs001541
dbGaP	phs001548
dbGaP	phs001549
dbGaP	phs001550
dbGaP	phs001551
dbGaP	phs001552
dbGaP	phs001553
dbGaP	phs001554
dbGaP	phs001555
dbGaP	phs001556
dbGaP	phs001557
dbGaP	phs001558
dbGaP	phs001559
dbGaP	phs001560
dbGaP	phs001561
dbGaP	phs001563
dbGaP	phs001564
dbGaP	phs001565
dbGaP	phs001566
dbGaP	phs001568
dbGaP	phs001570
dbGaP	phs001571
dbGaP	phs001572
dbGaP	phs001573
dbGaP	phs001575
dbGaP	phs001576
dbGaP	phs001577
dbGaP	phs001578
dbGaP	phs001580
dbGaP	phs001581
dbGaP	phs001584
dbGaP	phs001586
dbGaP	phs001587
dbGaP	phs001588
dbGaP	phs001589
dbGaP	phs001590
dbGaP	phs001591
dbGaP	phs001593
dbGaP	phs001594
dbGaP	phs001595
dbGaP	phs001596
dbGaP	phs001597
dbGaP	phs001609
dbGaP	phs001614
dbGaP	phs001615
dbGaP	phs001616
dbGaP	phs001617
dbGaP	phs001618
dbGaP	phs001619
dbGaP	phs001620
dbGaP	phs001621
dbGaP	phs001623
dbGaP	phs001625
dbGaP	phs001626
dbGaP	phs001627
dbGaP	phs001629
dbGaP	phs001630
dbGaP	phs001631
dbGaP	phs001632
dbGaP	phs001634
dbGaP	phs001635
dbGaP	phs001636
dbGaP	phs001637
dbGaP	phs001638
dbGaP	phs001639
dbGaP	phs001640
dbGaP	phs001641
dbGaP	phs001643
dbGaP	phs001645
dbGaP	phs001646
dbGaP	phs001647
dbGaP	phs001649
dbGaP	phs001650
dbGaP	phs001651
dbGaP	phs001652
dbGaP	phs001653
dbGaP	phs001654
dbGaP	phs001655
dbGaP	phs001658
dbGaP	phs001659
dbGaP	phs001660
dbGaP	phs001663
dbGaP	phs001664
dbGaP	phs001665
dbGaP	phs001666
dbGaP	phs001667
dbGaP	phs001669
dbGaP	phs001670
dbGaP	phs001671
dbGaP	phs001673
dbGaP	phs001674
dbGaP	phs001675
dbGaP	phs001677
dbGaP	phs001678
dbGaP	phs001680
dbGaP	phs001681
dbGaP	phs001684
dbGaP	phs001685
dbGaP	phs001686
dbGaP	phs001687
dbGaP	phs001688
dbGaP	phs001689
dbGaP	phs001690
dbGaP	phs001691
dbGaP	phs001692
dbGaP	phs001693
dbGaP	phs001694
dbGaP	phs001695
dbGaP	phs001696
dbGaP	phs001697
dbGaP	phs001698
dbGaP	phs001699
dbGaP	phs001700
dbGaP	phs001701
dbGaP	phs001702
dbGaP	phs001703
dbGaP	phs001704
dbGaP	phs001705
dbGaP	phs001706
dbGaP	phs001707
dbGaP	phs001710
dbGaP	phs001711
dbGaP	phs001712
dbGaP	phs001713
dbGaP	phs001715
dbGaP	phs001717
dbGaP	phs001718
dbGaP	phs001719
dbGaP	phs001720
dbGaP	phs001721
dbGaP	phs001722
dbGaP	phs001723
dbGaP	phs001724
dbGaP	phs001733
dbGaP	phs001734
dbGaP	phs001736
dbGaP	phs001737
dbGaP	phs001739
dbGaP	phs001742
dbGaP	phs001743
dbGaP	phs001744
dbGaP	phs001745
dbGaP	phs001747
dbGaP	phs001748
dbGaP	phs001749
dbGaP	phs001750
dbGaP	phs001751
dbGaP	phs001752
dbGaP	phs001753
dbGaP	phs001754
dbGaP	phs001757
dbGaP	phs001758
dbGaP	phs001761
dbGaP	phs001765
dbGaP	phs001767
dbGaP	phs001768
dbGaP	phs001769
dbGaP	phs001770
dbGaP	phs001771
dbGaP	phs001772
dbGaP	phs001773
dbGaP	phs001774
dbGaP	phs001775
dbGaP	phs001776
dbGaP	phs001777
dbGaP	phs001778
dbGaP	phs001779
dbGaP	phs001780
dbGaP	phs001781
dbGaP	phs001782
dbGaP	phs001783
dbGaP	phs001784
dbGaP	phs001786
dbGaP	phs001787
dbGaP	phs001788
dbGaP	phs001790
dbGaP	phs001791
dbGaP	phs001792
dbGaP	phs001793
dbGaP	phs001794
dbGaP	phs001795
dbGaP	phs001796
dbGaP	phs001797
dbGaP	phs001798
dbGaP	phs001800
dbGaP	phs001802
dbGaP	phs001803
dbGaP	phs001804
dbGaP	phs001805
dbGaP	phs001807
dbGaP	phs001808
dbGaP	phs001809
dbGaP	phs001810
dbGaP	phs001811
dbGaP	phs001812
dbGaP	phs001813
dbGaP	phs001815
dbGaP	phs001816
dbGaP	phs001817
dbGaP	phs001818
dbGaP	phs001819
dbGaP	phs001820
dbGaP	phs001821
dbGaP	phs001822
dbGaP	phs001823
dbGaP	phs001824
dbGaP	phs001825
dbGaP	phs001826
dbGaP	phs001828
dbGaP	phs001829
dbGaP	phs001830
dbGaP	phs001831
dbGaP	phs001833
dbGaP	phs001834
dbGaP	phs001835
dbGaP	phs001836
dbGaP	phs001837
dbGaP	phs001839
dbGaP	phs001840
dbGaP	phs001841
dbGaP	phs001842
dbGaP	phs001844
dbGaP	phs001845
dbGaP	phs001847
dbGaP	phs001848
dbGaP	phs001849
dbGaP	phs001850
dbGaP	phs001851
dbGaP	phs001852
dbGaP	phs001853
dbGaP	phs001854
dbGaP	phs001855
dbGaP	phs001856
dbGaP	phs001857
dbGaP	phs001858
dbGaP	phs001860
dbGaP	phs001861
dbGaP	phs001862
dbGaP	phs001863
dbGaP	phs001864
dbGaP	phs001865
dbGaP	phs001866
dbGaP	phs001867
dbGaP	phs001868
dbGaP	phs001869
dbGaP	phs001870
dbGaP	phs001872
dbGaP	phs001874
dbGaP	phs001875
dbGaP	phs001876
dbGaP	phs001877
dbGaP	phs001878
dbGaP	phs001879
dbGaP	phs001881
dbGaP	phs001882
dbGaP	phs001883
dbGaP	phs001884
dbGaP	phs001885
dbGaP	phs001886
dbGaP	phs001887
dbGaP	phs001889
dbGaP	phs001890
dbGaP	phs001891
dbGaP	phs001895
dbGaP	phs001896
dbGaP	phs001897
dbGaP	phs001898
dbGaP	phs001899
dbGaP	phs001900
dbGaP	phs001901
dbGaP	phs001902
dbGaP	phs001903
dbGaP	phs001905
dbGaP	phs001906
dbGaP	phs001907
dbGaP	phs001908
dbGaP	phs001909
dbGaP	phs001910
dbGaP	phs001911
dbGaP	phs001912
dbGaP	phs001914
dbGaP	phs001916
dbGaP	phs001917
dbGaP	phs001918
dbGaP	phs001919
dbGaP	phs001920
dbGaP	phs001921
dbGaP	phs001922
dbGaP	phs001924
dbGaP	phs001925
dbGaP	phs001928
dbGaP	phs001929
dbGaP	phs001930
dbGaP	phs001932
dbGaP	phs001934
dbGaP	phs001935
dbGaP	phs001936
dbGaP	phs001937
dbGaP	phs001938
dbGaP	phs001940
dbGaP	phs001941
dbGaP	phs001942
dbGaP	phs001943
dbGaP	phs001944
dbGaP	phs001945
dbGaP	phs001946
dbGaP	phs001947
dbGaP	phs001949
dbGaP	phs001951
dbGaP	phs001952
dbGaP	phs001953
dbGaP	phs001954
dbGaP	phs001955
dbGaP	phs001956
dbGaP	phs001957
dbGaP	phs001958
dbGaP	phs001959
dbGaP	phs001960
dbGaP	phs001962
dbGaP	phs001964
dbGaP	phs001966
dbGaP	phs001967
dbGaP	phs001968
dbGaP	phs001969
dbGaP	phs001970
dbGaP	phs001971
dbGaP	phs001972
dbGaP	phs001975
dbGaP	phs001976
dbGaP	phs001977
dbGaP	phs001978
dbGaP	phs001979
dbGaP	phs001980
dbGaP	phs001981
dbGaP	phs001982
dbGaP	phs001983
dbGaP	phs001984
dbGaP	phs001988
dbGaP	phs001990
dbGaP	phs001992
dbGaP	phs001993
dbGaP	phs001994
dbGaP	phs001995
dbGaP	phs001998
dbGaP	phs001999
dbGaP	phs002000
dbGaP	phs002001
dbGaP	phs002002
dbGaP	phs002003
dbGaP	phs002006
dbGaP	phs002007
dbGaP	phs002008
dbGaP	phs002009
dbGaP	phs002010
dbGaP	phs002011
dbGaP	phs002012
dbGaP	phs002014
dbGaP	phs002015
dbGaP	phs002016
dbGaP	phs002017
dbGaP	phs002019
dbGaP	phs002020
dbGaP	phs002021
dbGaP	phs002022
dbGaP	phs002023
dbGaP	phs002024
dbGaP	phs002025
dbGaP	phs002027
dbGaP	phs002030
dbGaP	phs002031
dbGaP	phs002033
dbGaP	phs002034
dbGaP	phs002035
dbGaP	phs002036
dbGaP	phs002037
dbGaP	phs002038
dbGaP	phs002039
dbGaP	phs002040
dbGaP	phs002045
dbGaP	phs002046
dbGaP	phs002047
dbGaP	phs002048
dbGaP	phs002049
dbGaP	phs002050
dbGaP	phs002051
dbGaP	phs002052
dbGaP	phs002053
dbGaP	phs002054
dbGaP	phs002055
dbGaP	phs002056
dbGaP	phs002057
dbGaP	phs002059
dbGaP	phs002060
dbGaP	phs002061
dbGaP	phs002062
dbGaP	phs002063
dbGaP	phs002064
dbGaP	phs002065
dbGaP	phs002066
dbGaP	phs002067
dbGaP	phs002068
dbGaP	phs002069
dbGaP	phs002070
dbGaP	phs002071
dbGaP	phs002073
dbGaP	phs002074
dbGaP	phs002075
dbGaP	phs002083
dbGaP	phs002088
dbGaP	phs002089
dbGaP	phs002093
dbGaP	phs002094
dbGaP	phs002095
dbGaP	phs002097
dbGaP	phs002098
dbGaP	phs002099
dbGaP	phs002102
dbGaP	phs002105
dbGaP	phs002106
dbGaP	phs002110
dbGaP	phs002116
dbGaP	phs002120
dbGaP	phs002121
dbGaP	phs002123
dbGaP	phs002128
dbGaP	phs002139
dbGaP	phs002140
dbGaP	phs002143
dbGaP	phs002146
dbGaP	phs002156
dbGaP	phs002164
dbGaP	phs002170
dbGaP	phs002171
dbGaP	phs002175
dbGaP	phs002176
dbGaP	phs002182
dbGaP	phs002183
dbGaP	phs002184
dbGaP	phs002185
dbGaP	phs002188
dbGaP	phs002189
dbGaP	phs002192
dbGaP	phs002193
dbGaP	phs002196
dbGaP	phs002197
dbGaP	phs002199
dbGaP	phs002202
dbGaP	phs002203
dbGaP	phs002204
dbGaP	phs002207
dbGaP	phs002208
dbGaP	phs002210
dbGaP	phs002211
dbGaP	phs002212
dbGaP	phs002213
dbGaP	phs002217
dbGaP	phs002219
dbGaP	phs002220
dbGaP	phs002221
dbGaP	phs002222
dbGaP	phs002223
dbGaP	phs002224
dbGaP	phs002225
dbGaP	phs002226
dbGaP	phs002227
dbGaP	phs002228
dbGaP	phs002229
dbGaP	phs002230
dbGaP	phs002231
dbGaP	phs002232
dbGaP	phs002234
dbGaP	phs002235
dbGaP	phs002237
dbGaP	phs002238
dbGaP	phs002240
dbGaP	phs002242
dbGaP	phs002243
dbGaP	phs002244
dbGaP	phs002245
dbGaP	phs002249
dbGaP	phs002250
dbGaP	phs002252
dbGaP	phs002253
dbGaP	phs002254
dbGaP	phs002255
dbGaP	phs002258
dbGaP	phs002259
dbGaP	phs002260
dbGaP	phs002262
dbGaP	phs002267
dbGaP	phs002268
dbGaP	phs002269
dbGaP	phs002270
dbGaP	phs002272
dbGaP	phs002273
dbGaP	phs002279
dbGaP	phs002280
dbGaP	phs002282
dbGaP	phs002283
dbGaP	phs002284
dbGaP	phs002286
dbGaP	phs002287
dbGaP	phs002288
dbGaP	phs002289
dbGaP	phs002290
dbGaP	phs002291
dbGaP	phs002292
dbGaP	phs002293
dbGaP	phs002294
dbGaP	phs002295
dbGaP	phs002296
dbGaP	phs002297
dbGaP	phs002298
dbGaP	phs002300
dbGaP	phs002301
dbGaP	phs002303
dbGaP	phs002304
dbGaP	phs002305
dbGaP	phs002308
dbGaP	phs002309
dbGaP	phs002310
dbGaP	phs002311
dbGaP	phs002313
dbGaP	phs002315
dbGaP	phs002316
dbGaP	phs002317
dbGaP	phs002319
dbGaP	phs002321
dbGaP	phs002323
dbGaP	phs002325
dbGaP	phs002327
dbGaP	phs002328
dbGaP	phs002329
dbGaP	phs002331
dbGaP	phs002333
dbGaP	phs002334
dbGaP	phs002335
dbGaP	phs002336
dbGaP	phs002338
dbGaP	phs002340
dbGaP	phs002341
dbGaP	phs002342
dbGaP	phs002343
dbGaP	phs002344
dbGaP	phs002346
dbGaP	phs002347
dbGaP	phs002357
dbGaP	phs002359
dbGaP	phs002361
dbGaP	phs002364
dbGaP	phs002365
dbGaP	phs002366
dbGaP	phs002367
dbGaP	phs002368
dbGaP	phs002371
dbGaP	phs002372
dbGaP	phs002373
dbGaP	phs002377
dbGaP	phs002380
dbGaP	phs002387
dbGaP	phs002388
dbGaP	phs002389
dbGaP	phs002391
dbGaP	phs002392
dbGaP	phs002393
dbGaP	phs002394
dbGaP	phs002395
dbGaP	phs002396
dbGaP	phs002397
dbGaP	phs002398
dbGaP	phs002399
dbGaP	phs002400
dbGaP	phs002401
dbGaP	phs002405
dbGaP	phs002406
dbGaP	phs002407
dbGaP	phs002408
dbGaP	phs002409
dbGaP	phs002410
dbGaP	phs002411
dbGaP	phs002414
dbGaP	phs002416
dbGaP	phs002417
dbGaP	phs002419
dbGaP	phs002421
dbGaP	phs002422
dbGaP	phs002423
dbGaP	phs002424
dbGaP	phs002428
dbGaP	phs002429
dbGaP	phs002430
dbGaP	phs002431
dbGaP	phs002432
dbGaP	phs002433
dbGaP	phs002434
dbGaP	phs002435
dbGaP	phs002436
dbGaP	phs002437
dbGaP	phs002439
dbGaP	phs002440
dbGaP	phs002441
dbGaP	phs002442
dbGaP	phs002443
dbGaP	phs002444
dbGaP	phs002445
dbGaP	phs002446
dbGaP	phs002447
dbGaP	phs002448
dbGaP	phs002449
dbGaP	phs002450
dbGaP	phs002453
dbGaP	phs002454
dbGaP	phs002455
dbGaP	phs002456
dbGaP	phs002457
dbGaP	phs002458
dbGaP	phs002460
dbGaP	phs002461
dbGaP	phs002462
dbGaP	phs002463
dbGaP	phs002464
dbGaP	phs002465
dbGaP	phs002467
dbGaP	phs002468
dbGaP	phs002470
dbGaP	phs002471
dbGaP	phs002472
dbGaP	phs002476
dbGaP	phs002478
dbGaP	phs002479
dbGaP	phs002480
dbGaP	phs002481
dbGaP	phs002482
dbGaP	phs002484
dbGaP	phs002486
dbGaP	phs002487
dbGaP	phs002489
dbGaP	phs002490
dbGaP	phs002492
dbGaP	phs002493
dbGaP	phs002495
dbGaP	phs002496
dbGaP	phs002498
dbGaP	phs002499
dbGaP	phs002501
dbGaP	phs002503
dbGaP	phs002504
dbGaP	phs002505
dbGaP	phs002506
dbGaP	phs002507
dbGaP	phs002508
dbGaP	phs002509
dbGaP	phs002510
dbGaP	phs002511
dbGaP	phs002512
dbGaP	phs002513
dbGaP	phs002514
dbGaP	phs002515
dbGaP	phs002516
dbGaP	phs002518
dbGaP	phs002519
dbGaP	phs002520
dbGaP	phs002521
dbGaP	phs002522
dbGaP	phs002523
dbGaP	phs002524
dbGaP	phs002525
dbGaP	phs002526
dbGaP	phs002527
dbGaP	phs002528
dbGaP	phs002529
dbGaP	phs002533
dbGaP	phs002534
dbGaP	phs002535
dbGaP	phs002537
dbGaP	phs002538
dbGaP	phs002539
dbGaP	phs002540
dbGaP	phs002541
dbGaP	phs002542
dbGaP	phs002543
dbGaP	phs002544
dbGaP	phs002545
dbGaP	phs002546
dbGaP	phs002548
dbGaP	phs002549
dbGaP	phs002550
dbGaP	phs002551
dbGaP	phs002552
dbGaP	phs002553
dbGaP	phs002554
dbGaP	phs002555
dbGaP	phs002556
dbGaP	phs002557
dbGaP	phs002561
dbGaP	phs002562
dbGaP	phs002563
dbGaP	phs002564
dbGaP	phs002565
dbGaP	phs002566
dbGaP	phs002567
dbGaP	phs002568
dbGaP	phs002569
dbGaP	phs002570
dbGaP	phs002571
dbGaP	phs002572
dbGaP	phs002573
dbGaP	phs002575
dbGaP	phs002576
dbGaP	phs002577
dbGaP	phs002578
dbGaP	phs002579
dbGaP	phs002580
dbGaP	phs002581
dbGaP	phs002582
dbGaP	phs002583
dbGaP	phs002584
dbGaP	phs002585
dbGaP	phs002587
dbGaP	phs002588
dbGaP	phs002597
dbGaP	phs002598
dbGaP	phs002599
dbGaP	phs002600
dbGaP	phs002601
dbGaP	phs002602
dbGaP	phs002603
dbGaP	phs002604
dbGaP	phs002607
dbGaP	phs002608
dbGaP	phs002609
dbGaP	phs002610
dbGaP	phs002612
dbGaP	phs002613
dbGaP	phs002614
dbGaP	phs002615
dbGaP	phs002616
dbGaP	phs002618
dbGaP	phs002619
dbGaP	phs002620
dbGaP	phs002621
dbGaP	phs002622
dbGaP	phs002623
dbGaP	phs002624
dbGaP	phs002625
dbGaP	phs002626
dbGaP	phs002628
dbGaP	phs002631
dbGaP	phs002632
dbGaP	phs002633
dbGaP	phs002634
dbGaP	phs002635
dbGaP	phs002636
dbGaP	phs002637
dbGaP	phs002639
dbGaP	phs002641
dbGaP	phs002642
dbGaP	phs002643
dbGaP	phs002644
dbGaP	phs002645
dbGaP	phs002647
dbGaP	phs002648
dbGaP	phs002649
dbGaP	phs002650
dbGaP	phs002651
dbGaP	phs002652
dbGaP	phs002653
dbGaP	phs002654
dbGaP	phs002655
dbGaP	phs002657
dbGaP	phs002658
dbGaP	phs002659
dbGaP	phs002660
dbGaP	phs002661
dbGaP	phs002662
dbGaP	phs002677
dbGaP	phs002678
dbGaP	phs002679
dbGaP	phs002681
dbGaP	phs002682
dbGaP	phs002683
dbGaP	phs002684
dbGaP	phs002685
dbGaP	phs002686
dbGaP	phs002687
dbGaP	phs002688
dbGaP	phs002689
dbGaP	phs002691
dbGaP	phs002692
dbGaP	phs002693
dbGaP	phs002695
dbGaP	phs002697
dbGaP	phs002698
dbGaP	phs002699
dbGaP	phs002700
dbGaP	phs002701
dbGaP	phs002702
dbGaP	phs002703
dbGaP	phs002704
dbGaP	phs002705
dbGaP	phs002706
dbGaP	phs002707
dbGaP	phs002708
dbGaP	phs002709
dbGaP	phs002712
dbGaP	phs002713
dbGaP	phs002714
dbGaP	phs002716
dbGaP	phs002717
dbGaP	phs002718
dbGaP	phs002720
dbGaP	phs002722
dbGaP	phs002723
dbGaP	phs002724
dbGaP	phs002725
dbGaP	phs002728
dbGaP	phs002729
dbGaP	phs002731
dbGaP	phs002732
dbGaP	phs002733
dbGaP	phs002734
dbGaP	phs002735
dbGaP	phs002736
dbGaP	phs002737
dbGaP	phs002738
dbGaP	phs002739
dbGaP	phs002740
dbGaP	phs002741
dbGaP	phs002742
dbGaP	phs002743
dbGaP	phs002744
dbGaP	phs002745
dbGaP	phs002746
dbGaP	phs002747
dbGaP	phs002748
dbGaP	phs002750
dbGaP	phs002753
dbGaP	phs002754
dbGaP	phs002756
dbGaP	phs002758
dbGaP	phs002759
dbGaP	phs002760
dbGaP	phs002761
dbGaP	phs002762
dbGaP	phs002763
dbGaP	phs002764
dbGaP	phs002765
dbGaP	phs002766
dbGaP	phs002767
dbGaP	phs002769
dbGaP	phs002771
dbGaP	phs002774
dbGaP	phs002775
dbGaP	phs002776
dbGaP	phs002777
dbGaP	phs002778
dbGaP	phs002780
dbGaP	phs002781
dbGaP	phs002782
dbGaP	phs002783
dbGaP	phs002786
dbGaP	phs002787
dbGaP	phs002791
dbGaP	phs002792
dbGaP	phs002793
dbGaP	phs002794
dbGaP	phs002795
dbGaP	phs002799
dbGaP	phs002800
dbGaP	phs002801
dbGaP	phs002802
dbGaP	phs002803
dbGaP	phs002804
dbGaP	phs002807
dbGaP	phs002809
dbGaP	phs002810
dbGaP	phs002811
dbGaP	phs002812
dbGaP	phs002813
dbGaP	phs002814
dbGaP	phs002815
dbGaP	phs002816
dbGaP	phs002817
dbGaP	phs002818
dbGaP	phs002819
dbGaP	phs002820
dbGaP	phs002821
dbGaP	phs002822
dbGaP	phs002825
dbGaP	phs002826
dbGaP	phs002833
dbGaP	phs002834
dbGaP	phs002835
dbGaP	phs002840
dbGaP	phs002842
dbGaP	phs002844
dbGaP	phs002845
dbGaP	phs002846
dbGaP	phs002847
dbGaP	phs002849
dbGaP	phs002851
dbGaP	phs002852
dbGaP	phs002856
dbGaP	phs002857
dbGaP	phs002858
dbGaP	phs002859
dbGaP	phs002861
dbGaP	phs002862
dbGaP	phs002863
dbGaP	phs002864
dbGaP	phs002865
dbGaP	phs002866
dbGaP	phs002867
dbGaP	phs002868
dbGaP	phs002869
dbGaP	phs002870
dbGaP	phs002871
dbGaP	phs002872
dbGaP	phs002873
dbGaP	phs002874
dbGaP	phs002875
dbGaP	phs002876
dbGaP	phs002877
dbGaP	phs002878
dbGaP	phs002879
dbGaP	phs002881
dbGaP	phs002883
dbGaP	phs002902
dbGaP	phs002903
dbGaP	phs002904
dbGaP	phs002905
dbGaP	phs002906
dbGaP	phs002914
dbGaP	phs002915
dbGaP	phs002917
dbGaP	phs002918
dbGaP	phs002920
dbGaP	phs002921
dbGaP	phs002922
dbGaP	phs002924
dbGaP	phs002925
dbGaP	phs002926
dbGaP	phs002927
dbGaP	phs002928
dbGaP	phs002929
dbGaP	phs002931
dbGaP	phs002933
dbGaP	phs002934
dbGaP	phs002935
dbGaP	phs002937
dbGaP	phs002938
dbGaP	phs002939
dbGaP	phs002940
dbGaP	phs002941
dbGaP	phs002944
dbGaP	phs002945
dbGaP	phs002946
dbGaP	phs002947
dbGaP	phs002948
dbGaP	phs002950
dbGaP	phs002951
dbGaP	phs002959
dbGaP	phs002960
dbGaP	phs002962
dbGaP	phs002964
dbGaP	phs002966
dbGaP	phs002968
dbGaP	phs002969
dbGaP	phs002970
dbGaP	phs002973
dbGaP	phs002974
dbGaP	phs002977
dbGaP	phs002978
dbGaP	phs002979
dbGaP	phs002981
dbGaP	phs002982
dbGaP	phs002983
dbGaP	phs002985
dbGaP	phs002986
dbGaP	phs002989
dbGaP	phs002990
dbGaP	phs002991
dbGaP	phs002992
dbGaP	phs002994
dbGaP	phs002996
dbGaP	phs002997
dbGaP	phs002998
dbGaP	phs002999
dbGaP	phs003000
dbGaP	phs003001
dbGaP	phs003002
dbGaP	phs003003
dbGaP	phs003005
dbGaP	phs003006
dbGaP	phs003008
dbGaP	phs003009
dbGaP	phs003010
dbGaP	phs003015
dbGaP	phs003016
dbGaP	phs003019
dbGaP	phs003020
dbGaP	phs003021
dbGaP	phs003022
dbGaP	phs003023
dbGaP	phs003024
dbGaP	phs003025
dbGaP	phs003026
dbGaP	phs003027
dbGaP	phs003029
dbGaP	phs003030
dbGaP	phs003031
dbGaP	phs003032
dbGaP	phs003033
dbGaP	phs003035
dbGaP	phs003036
dbGaP	phs003037
dbGaP	phs003038
dbGaP	phs003041
dbGaP	phs003042
dbGaP	phs003043
dbGaP	phs003046
dbGaP	phs003048
dbGaP	phs003049
dbGaP	phs003050
dbGaP	phs003051
dbGaP	phs003053
dbGaP	phs003054
dbGaP	phs003055
dbGaP	phs003056
dbGaP	phs003057
dbGaP	phs003059
dbGaP	phs003060
dbGaP	phs003062
dbGaP	phs003064
dbGaP	phs003065
dbGaP	phs003066
dbGaP	phs003067
dbGaP	phs003068
dbGaP	phs003070
dbGaP	phs003071
dbGaP	phs003072
dbGaP	phs003074
dbGaP	phs003075
dbGaP	phs003077
dbGaP	phs003079
dbGaP	phs003080
dbGaP	phs003081
dbGaP	phs003082
dbGaP	phs003083
dbGaP	phs003084
dbGaP	phs003085
dbGaP	phs003086
dbGaP	phs003090
dbGaP	phs003091
dbGaP	phs003093
dbGaP	phs003094
dbGaP	phs003095
dbGaP	phs003096
dbGaP	phs003097
dbGaP	phs003099
dbGaP	phs003100
dbGaP	phs003101
dbGaP	phs003102
dbGaP	phs003103
dbGaP	phs003105
dbGaP	phs003106
dbGaP	phs003107
dbGaP	phs003108
dbGaP	phs003109
dbGaP	phs003110
dbGaP	phs003111
dbGaP	phs003112
dbGaP	phs003113
dbGaP	phs003115
dbGaP	phs003116
dbGaP	phs003117
dbGaP	phs003118
dbGaP	phs003121
dbGaP	phs003122
dbGaP	phs003123
dbGaP	phs003124
dbGaP	phs003125
dbGaP	phs003126
dbGaP	phs003127
dbGaP	phs003128
dbGaP	phs003136
dbGaP	phs003138
dbGaP	phs003139
dbGaP	phs003140
dbGaP	phs003141
dbGaP	phs003143
dbGaP	phs003145
dbGaP	phs003146
