platform	dbGapId
dbGaP	phs003147
dbGaP	phs003148
dbGaP	phs003149
dbGaP	phs003150
dbGaP	phs003151
dbGaP	phs003152
dbGaP	phs003153
dbGaP	phs003154
dbGaP	phs003155
dbGaP	phs003156
dbGaP	phs003158
dbGaP	phs003159
dbGaP	phs003160
dbGaP	phs003161
dbGaP	phs003163
dbGaP	phs003164
dbGaP	phs003165
dbGaP	phs003166
dbGaP	phs003168
dbGaP	phs003169
dbGaP	phs003170
dbGaP	phs003172
dbGaP	phs003173
dbGaP	phs003174
dbGaP	phs003175
dbGaP	phs003177
dbGaP	phs003178
dbGaP	phs003179
dbGaP	phs003180
dbGaP	phs003182
dbGaP	phs003183
dbGaP	phs003185
dbGaP	phs003186
dbGaP	phs003187
dbGaP	phs003188
dbGaP	phs003189
dbGaP	phs003190
dbGaP	phs003191
dbGaP	phs003192
dbGaP	phs003194
dbGaP	phs003195
dbGaP	phs003196
dbGaP	phs003197
dbGaP	phs003198
dbGaP	phs003199
dbGaP	phs003201
dbGaP	phs003203
dbGaP	phs003204
dbGaP	phs003207
dbGaP	phs003208
dbGaP	phs003209
dbGaP	phs003210
dbGaP	phs003211
dbGaP	phs003213
dbGaP	phs003214
dbGaP	phs003215
dbGaP	phs003216
dbGaP	phs003217
dbGaP	phs003218
dbGaP	phs003219
dbGaP	phs003220
dbGaP	phs003221
dbGaP	phs003223
dbGaP	phs003225
dbGaP	phs003226
dbGaP	phs003227
dbGaP	phs003228
dbGaP	phs003229
dbGaP	phs003230
dbGaP	phs003233
dbGaP	phs003234
dbGaP	phs003235
dbGaP	phs003237
dbGaP	phs003238
dbGaP	phs003239
dbGaP	phs003240
dbGaP	phs003242
dbGaP	phs003243
dbGaP	phs003245
dbGaP	phs003246
dbGaP	phs003249
dbGaP	phs003250
dbGaP	phs003251
dbGaP	phs003252
dbGaP	phs003253
dbGaP	phs003255
dbGaP	phs003256
dbGaP	phs003257
dbGaP	phs003260
dbGaP	phs003261
dbGaP	phs003268
dbGaP	phs003269
dbGaP	phs003270
dbGaP	phs003271
dbGaP	phs003272
dbGaP	phs003273
dbGaP	phs003274
dbGaP	phs003275
dbGaP	phs003277
dbGaP	phs003278
dbGaP	phs003279
dbGaP	phs003280
dbGaP	phs003281
dbGaP	phs003282
dbGaP	phs003283
dbGaP	phs003284
dbGaP	phs003285
dbGaP	phs003286
dbGaP	phs003287
dbGaP	phs003290
dbGaP	phs003291
dbGaP	phs003292
dbGaP	phs003294
dbGaP	phs003295
dbGaP	phs003297
dbGaP	phs003298
dbGaP	phs003299
dbGaP	phs003300
dbGaP	phs003302
dbGaP	phs003303
dbGaP	phs003304
dbGaP	phs003305
dbGaP	phs003306
dbGaP	phs003307
dbGaP	phs003308
dbGaP	phs003309
dbGaP	phs003310
dbGaP	phs003312
dbGaP	phs003313
dbGaP	phs003314
dbGaP	phs003315
dbGaP	phs003316
dbGaP	phs003317
dbGaP	phs003318
dbGaP	phs003319
dbGaP	phs003320
dbGaP	phs003321
dbGaP	phs003322
dbGaP	phs003324
dbGaP	phs003325
dbGaP	phs003326
dbGaP	phs003327
dbGaP	phs003328
dbGaP	phs003329
dbGaP	phs003330
dbGaP	phs003338
dbGaP	phs003341
dbGaP	phs003342
dbGaP	phs003343
dbGaP	phs003344
dbGaP	phs003346
dbGaP	phs003348
dbGaP	phs003349
dbGaP	phs003350
dbGaP	phs003351
dbGaP	phs003356
dbGaP	phs003357
dbGaP	phs003358
dbGaP	phs003359
dbGaP	phs003360
dbGaP	phs003361
dbGaP	phs003362
dbGaP	phs003364
dbGaP	phs003365
dbGaP	phs003366
dbGaP	phs003368
dbGaP	phs003369
dbGaP	phs003370
dbGaP	phs003371
dbGaP	phs003373
dbGaP	phs003374
dbGaP	phs003375
dbGaP	phs003376
dbGaP	phs003377
dbGaP	phs003378
dbGaP	phs003379
dbGaP	phs003381
dbGaP	phs003382
dbGaP	phs003383
dbGaP	phs003385
dbGaP	phs003386
dbGaP	phs003387
dbGaP	phs003388
dbGaP	phs003389
dbGaP	phs003390
dbGaP	phs003392
dbGaP	phs003394
dbGaP	phs003395
dbGaP	phs003396
dbGaP	phs003397
dbGaP	phs003398
dbGaP	phs003399
dbGaP	phs003400
dbGaP	phs003402
dbGaP	phs003403
dbGaP	phs003404
dbGaP	phs003406
dbGaP	phs003407
dbGaP	phs003408
dbGaP	phs003409
dbGaP	phs003410
dbGaP	phs003411
dbGaP	phs003412
dbGaP	phs003413
dbGaP	phs003415
dbGaP	phs003416
dbGaP	phs003417
dbGaP	phs003418
dbGaP	phs003420
dbGaP	phs003422
dbGaP	phs003425
dbGaP	phs003427
dbGaP	phs003428
dbGaP	phs003429
dbGaP	phs003431
dbGaP	phs003432
dbGaP	phs003435
dbGaP	phs003436
dbGaP	phs003437
dbGaP	phs003438
dbGaP	phs003442
dbGaP	phs003445
dbGaP	phs003446
dbGaP	phs003447
dbGaP	phs003448
dbGaP	phs003451
dbGaP	phs003452
dbGaP	phs003453
dbGaP	phs003454
dbGaP	phs003455
dbGaP	phs003456
dbGaP	phs003457
dbGaP	phs003458
dbGaP	phs003459
dbGaP	phs003460
dbGaP	phs003462
dbGaP	phs003464
dbGaP	phs003466
dbGaP	phs003468
dbGaP	phs003469
dbGaP	phs003473
dbGaP	phs003474
dbGaP	phs003475
dbGaP	phs003476
dbGaP	phs003477
dbGaP	phs003479
dbGaP	phs003480
dbGaP	phs003482
dbGaP	phs003484
dbGaP	phs003485
dbGaP	phs003486
dbGaP	phs003489
dbGaP	phs003490
dbGaP	phs003495
dbGaP	phs003496
dbGaP	phs003497
dbGaP	phs003500
dbGaP	phs003501
dbGaP	phs003502
dbGaP	phs003503
dbGaP	phs003504
dbGaP	phs003505
dbGaP	phs003507
dbGaP	phs003508
dbGaP	phs003509
dbGaP	phs003511
dbGaP	phs003512
dbGaP	phs003514
dbGaP	phs003515
dbGaP	phs003516
dbGaP	phs003517
dbGaP	phs003519
dbGaP	phs003521
dbGaP	phs003522
dbGaP	phs003530
dbGaP	phs003531
dbGaP	phs003532
dbGaP	phs003535
dbGaP	phs003538
dbGaP	phs003541
dbGaP	phs003544
dbGaP	phs003545
dbGaP	phs003546
dbGaP	phs003550
dbGaP	phs003553
dbGaP	phs003556
dbGaP	phs003558
dbGaP	phs003560
dbGaP	phs003561
dbGaP	phs003563
dbGaP	phs003564
dbGaP	phs003567
dbGaP	phs003568
dbGaP	phs003569
dbGaP	phs003570
dbGaP	phs003574
dbGaP	phs003576
dbGaP	phs003579
dbGaP	phs003580
dbGaP	phs003581
dbGaP	phs003582
dbGaP	phs003586
dbGaP	phs003587
dbGaP	phs003588
dbGaP	phs003590
dbGaP	phs003591
dbGaP	phs003595
dbGaP	phs003597
dbGaP	phs003600
dbGaP	phs003601
dbGaP	phs003603
dbGaP	phs003604
dbGaP	phs003607
dbGaP	phs003609
dbGaP	phs003610
dbGaP	phs003613
dbGaP	phs003615
dbGaP	phs003618
dbGaP	phs003619
dbGaP	phs003620
dbGaP	phs003623
dbGaP	phs003627
dbGaP	phs003629
dbGaP	phs003630
dbGaP	phs003632
dbGaP	phs003633
dbGaP	phs003634
dbGaP	phs003638
dbGaP	phs003640
dbGaP	phs003641
dbGaP	phs003642
dbGaP	phs003644
dbGaP	phs003645
dbGaP	phs003647
dbGaP	phs003648
dbGaP	phs003649
dbGaP	phs003655
dbGaP	phs003657
dbGaP	phs003658
dbGaP	phs003659
dbGaP	phs003660
dbGaP	phs003662
dbGaP	phs003670
dbGaP	phs003671
dbGaP	phs003673
dbGaP	phs003674
dbGaP	phs003676
dbGaP	phs003678
dbGaP	phs003679
dbGaP	phs003680
dbGaP	phs003682
dbGaP	phs003683
dbGaP	phs003686
dbGaP	phs003687
dbGaP	phs003688
dbGaP	phs003689
dbGaP	phs003691
dbGaP	phs003692
dbGaP	phs003694
dbGaP	phs003697
dbGaP	phs003700
dbGaP	phs003701
dbGaP	phs003704
dbGaP	phs003705
dbGaP	phs003706
dbGaP	phs003707
dbGaP	phs003709
dbGaP	phs003710
dbGaP	phs003712
dbGaP	phs003713
dbGaP	phs003715
dbGaP	phs003716
dbGaP	phs003717
dbGaP	phs003718
dbGaP	phs003720
dbGaP	phs003721
dbGaP	phs003723
dbGaP	phs003724
dbGaP	phs003725
dbGaP	phs003727
dbGaP	phs003728
dbGaP	phs003729
dbGaP	phs003741
dbGaP	phs003742
dbGaP	phs003745
dbGaP	phs003746
dbGaP	phs003748
dbGaP	phs003749
dbGaP	phs003750
dbGaP	phs003751
dbGaP	phs003754
dbGaP	phs003755
dbGaP	phs003756
dbGaP	phs003757
dbGaP	phs003758
dbGaP	phs003759
dbGaP	phs003760
dbGaP	phs003762
dbGaP	phs003766
dbGaP	phs003767
dbGaP	phs003770
dbGaP	phs003771
dbGaP	phs003772
dbGaP	phs003775
dbGaP	phs003776
dbGaP	phs003778
dbGaP	phs003779
dbGaP	phs003780
dbGaP	phs003781
dbGaP	phs003786
dbGaP	phs003787
dbGaP	phs003789
dbGaP	phs003790
dbGaP	phs003792
dbGaP	phs003793
dbGaP	phs003798
dbGaP	phs003799
dbGaP	phs003800
dbGaP	phs003801
dbGaP	phs003803
dbGaP	phs003804
dbGaP	phs003806
dbGaP	phs003807
dbGaP	phs003809
dbGaP	phs003812
dbGaP	phs003814
dbGaP	phs003816
dbGaP	phs003818
dbGaP	phs003820
dbGaP	phs003822
dbGaP	phs003824
dbGaP	phs003825
dbGaP	phs003826
dbGaP	phs003827
dbGaP	phs003830
dbGaP	phs003833
dbGaP	phs003835
dbGaP	phs003836
dbGaP	phs003837
dbGaP	phs003839
dbGaP	phs003841
dbGaP	phs003844
dbGaP	phs003845
dbGaP	phs003846
dbGaP	phs003848
dbGaP	phs003849
dbGaP	phs003851
dbGaP	phs003853
dbGaP	phs003855
dbGaP	phs003858
dbGaP	phs003860
dbGaP	phs003862
dbGaP	phs003863
dbGaP	phs003864
dbGaP	phs003865
dbGaP	phs003868
dbGaP	phs003869
dbGaP	phs003870
dbGaP	phs003871
dbGaP	phs003872
dbGaP	phs003873
dbGaP	phs003876
dbGaP	phs003878
dbGaP	phs003879
dbGaP	phs003880
dbGaP	phs003883
dbGaP	phs003884
dbGaP	phs003885
dbGaP	phs003886
dbGaP	phs003887
dbGaP	phs003888
dbGaP	phs003889
dbGaP	phs003892
dbGaP	phs003895
dbGaP	phs003897
dbGaP	phs003898
dbGaP	phs003899
dbGaP	phs003900
dbGaP	phs003901
dbGaP	phs003902
dbGaP	phs003906
dbGaP	phs003907
dbGaP	phs003908
dbGaP	phs003913
dbGaP	phs003914
dbGaP	phs003915
dbGaP	phs003917
dbGaP	phs003919
dbGaP	phs003920
dbGaP	phs003921
dbGaP	phs003922
dbGaP	phs003924
dbGaP	phs003925
dbGaP	phs003926
dbGaP	phs003929
dbGaP	phs003930
dbGaP	phs003932
dbGaP	phs003933
dbGaP	phs003936
dbGaP	phs003938
dbGaP	phs003940
dbGaP	phs003941
dbGaP	phs003943
dbGaP	phs003944
dbGaP	phs003945
dbGaP	phs003946
dbGaP	phs003947
dbGaP	phs003948
dbGaP	phs003949
dbGaP	phs003954
dbGaP	phs003955
dbGaP	phs003958
dbGaP	phs003959
dbGaP	phs003961
dbGaP	phs003962
dbGaP	phs003963
dbGaP	phs003965
dbGaP	phs003966
dbGaP	phs003968
dbGaP	phs003970
dbGaP	phs003976
dbGaP	phs003977
dbGaP	phs003979
dbGaP	phs003980
dbGaP	phs003981
dbGaP	phs003982
dbGaP	phs003985
dbGaP	phs003988
dbGaP	phs003994
dbGaP	phs003995
dbGaP	phs003997
dbGaP	phs003999
dbGaP	phs004002
dbGaP	phs004003
dbGaP	phs004006
dbGaP	phs004007
dbGaP	phs004008
dbGaP	phs004009
dbGaP	phs004010
dbGaP	phs004011
dbGaP	phs004012
dbGaP	phs004013
dbGaP	phs004018
dbGaP	phs004019
dbGaP	phs004020
dbGaP	phs004021
dbGaP	phs004022
dbGaP	phs004023
dbGaP	phs004024
dbGaP	phs004031
dbGaP	phs004032
dbGaP	phs004033
dbGaP	phs004036
dbGaP	phs004037
dbGaP	phs004038
dbGaP	phs004041
dbGaP	phs004042
dbGaP	phs004043
dbGaP	phs004044
dbGaP	phs004046
dbGaP	phs004049
dbGaP	phs004051
dbGaP	phs004052
dbGaP	phs004053
dbGaP	phs004055
dbGaP	phs004063
dbGaP	phs004065
dbGaP	phs004067
dbGaP	phs004070
dbGaP	phs004071
dbGaP	phs004072
dbGaP	phs004075
dbGaP	phs004076
dbGaP	phs004077
dbGaP	phs004078
dbGaP	phs004080
dbGaP	phs004081
dbGaP	phs004085
dbGaP	phs004087
dbGaP	phs004091
dbGaP	phs004095
dbGaP	phs004098
dbGaP	phs004100
dbGaP	phs004102
dbGaP	phs004103
dbGaP	phs004104
dbGaP	phs004105
dbGaP	phs004109
dbGaP	phs004112
dbGaP	phs004114
dbGaP	phs004115
dbGaP	phs004117
dbGaP	phs004123
dbGaP	phs004124
dbGaP	phs004130
dbGaP	phs004165
dbGaP	phs004166
dbGaP	phs004168
dbGaP	phs004171
dbGaP	phs004172
dbGaP	phs004173
dbGaP	phs004176
dbGaP	phs004178
dbGaP	phs004180
dbGaP	phs004182
dbGaP	phs004183
dbGaP	phs004185
dbGaP	phs004187
dbGaP	phs004188
dbGaP	phs004189
dbGaP	phs004195
dbGaP	phs004203
dbGaP	phs004223
dbGaP	phs004230
dbGaP	phs004253
dbGaP	phs004254
dbGaP	phs004258
dbGaP	phs004267
dbGaP	phs004268
dbGaP	phs004269
dbGaP	phs004275
dbGaP	phs004276
dbGaP	phs004279
dbGaP	phs004294
dbGaP	phs004310
dbGaP	phs004313
dbGaP	phs004314
dbGaP	phs004337
dbGaP	phs004343
dbGaP	phs004345
dbGaP	phs004346
dbGaP	phs004377
dbGaP	phs004382
dbGaP	phs004388
dbGaP	phs004408
KFDRC	phs000465
KFDRC	phs000467
KFDRC	phs001110
KFDRC	phs001138
KFDRC	phs001168
KFDRC	phs001178
KFDRC	phs001228
KFDRC	phs001247
KFDRC	phs001410
KFDRC	phs001420
KFDRC	phs001436
KFDRC	phs001683
KFDRC	phs001714
KFDRC	phs001738
KFDRC	phs001785
KFDRC	phs001806
KFDRC	phs001846
KFDRC	phs001987
KFDRC	phs001997
KFDRC	phs002130
KFDRC	phs002161
KFDRC	phs002162
KFDRC	phs002172
KFDRC	phs002173
KFDRC	phs002174
KFDRC	phs002187
KFDRC	phs002276
KFDRC	phs002322
KFDRC	phs002330
KFDRC	phs002330
KFDRC	phs002330
KFDRC	phs002330
KFDRC	phs002517
KFDRC	phs002589
KFDRC	phs002590
KFDRC	phs002591
KFDRC	phs002592
KFDRC	phs002594
KFDRC	phs002595
KFDRC	phs002627
